timestamp,dpid,port,tx_bytes,rx_bytes
1743239665.3587327,1,1,189065524,125353374
1743239665.3587432,1,2,163736391,6067113704
1743239665.3587508,1,3,6092267419,125662122
1743239665.417731,2,4294967294,0,0
1743239665.4177616,2,1,131519314,198369984
1743239665.4177704,2,4,263751911,23258
1743239665.4177778,2,2,132375133,199225329
1743239665.417784,2,3,264359873,140944
1743239665.5768101,4,4294967294,0,0
1743239665.5768456,4,1,128147682,6095879819
1743239665.5768542,4,4,256350992,20438
1743239665.5768611,4,2,6031686722,193731267
1743239665.5768676,4,5,257293872,20818
1743239665.576874,4,3,257417196,20782
1743239665.8124926,3,4294967294,0,0
1743239665.8125274,3,4,281411515,5500
1743239665.8125362,3,1,6073030384,169616331
1743239665.8125434,3,2,196619869,130714353
1743239665.8125505,3,3,197164147,6033946782
1743239675.2737713,4,4294967294,0,0
1743239675.2738135,4,1,645318152,6878712881
1743239675.273823,4,4,1291215042,20508
1743239675.2738302,4,2,6550627622,981867947
1743239675.2738369,4,5,1294006062,20818
1743239675.2738547,4,3,1293885556,20782
1743239675.3172708,2,4294967294,0,0
1743239675.3173063,2,1,647673146,979296834
1743239675.3173149,2,4,1297609095,23342
1743239675.3173206,2,2,649992315,986545459
1743239675.3173268,2,3,1298087655,141070
1743239675.4705236,1,4294967294,0,0
1743239675.4705586,1,1,991218414,655462686
1743239675.4705675,1,2,855241681,6764012664
1743239675.470574,1,3,6894812041,655926112
1743239676.722672,3,4294967294,0,0
1743239676.722708,3,4,1473566165,5500
1743239676.722716,3,1,6791617824,882732881
1743239676.7227225,3,2,1030464719,678909115
1743239676.7227292,3,3,1030165867,6582468442
1743239685.4910963,1,4294967294,0,0
1743239685.4911432,1,1,1682386254,1112288590
1743239685.4911551,1,2,1451075161,7364348004
1743239685.4911635,1,3,7586458423,1112853572
1743239685.518315,4,4294967294,0,0
1743239685.5183547,4,1,1122798892,7601433603
1743239685.5183659,4,4,2246667824,20508
1743239685.5183744,4,2,7029743224,1709528287
1743239685.518382,4,5,2250230164,20818
1743239685.5183897,4,3,2250053118,20782
1743239685.645012,2,4294967294,0,0
1743239685.6450472,2,1,1116263550,1688462654
1743239685.6450577,2,4,2235988159,23342
1743239685.6450658,2,2,1120034719,1701475981
1743239685.6450737,2,3,2237005195,141294
1743239686.7159297,3,4294967294,0,0
1743239686.7159667,3,4,2429366149,5584
1743239686.7159765,3,1,7366986684,1453674681
1743239686.7159839,3,2,1698546241,1118113459
1743239686.715991,3,3,1697821207,7022083924
1743239695.2981985,4,4294967294,0,0
1743239695.2982414,4,1,1559022372,8261815869
1743239695.2982519,4,4,3119628348,20508
1743239695.2982597,4,2,7467709670,2374545869
1743239695.2982676,4,5,3123918448,20818
1743239695.298275,4,3,3124018162,20866
1743239695.3520973,3,4294967294,0,0
1743239695.3521378,3,4,3403784335,5584
1743239695.3521488,3,1,7953969910,2036130401
1743239695.352157,3,2,2379141625,1565540481
1743239695.3521647,3,3,2378503449,7470322390
1743239695.6150622,2,4294967294,0,0
1743239695.6150985,2,1,1561889034,2362659694
1743239695.615109,2,4,3128990683,23342
1743239695.6151164,2,2,1566966741,2381308625
1743239695.6151237,2,3,3129906697,141476
1743239697.1720846,1,4294967294,0,0
1743239697.2276413,1,1,2479462094,1639093854
1743239697.2277842,1,2,2138203141,8056937830
1743239697.227802,1,3,8384011789,1639877212
1743239705.2720575,1,4294967294,0,0
1743239705.2721012,1,1,3033594354,2005271094
1743239705.272112,1,2,2615939521,8538127330
1743239705.2721195,1,3,8938527289,2006138712
1743239705.505942,3,4294967294,0,0
1743239705.50598,3,4,4398277615,5584
1743239705.5059898,3,1,8553070170,2630764001
1743239705.5059981,3,2,3074355485,2022635623
1743239705.5060058,3,3,3072944229,7927574130
1743239705.710207,4,4294967294,0,0
1743239705.7102427,4,1,2014781632,8951635329
1743239705.7102537,4,4,4031458608,20508
1743239705.7102623,4,2,7925154130,3069273089
1743239705.7102702,4,5,4037226228,20818
1743239705.7102778,4,3,4036498742,20866
1743239705.818644,2,4294967294,0,0
1743239705.8186858,2,1,2007769194,3037317414
1743239705.8186965,2,4,4021403523,23342
1743239705.8187048,2,2,2014149123,3061424105
1743239705.8187132,2,3,4023234737,141686
1743239715.328071,2,4294967294,0,0
1743239715.3281178,2,1,2455533410,3714948874
1743239715.328128,2,4,4918208419,23342
1743239715.3281367,2,2,2462830421,3743920963
1743239715.328144,2,3,4920063515,141784
1743239715.38097,4,4294967294,0,0
1743239715.3810093,4,1,2458026070,9622458523
1743239715.3810194,4,4,4918783044,20508
1743239715.3810277,4,2,8369781928,3744573307
1743239715.3810353,4,5,4925703782,21014
1743239715.3810432,4,3,4924691298,20866
1743239715.5441408,1,4294967294,0,0
1743239715.5518584,1,1,3729978834,2465488410
1743239715.5519142,1,2,3216304121,9143160086
1743239715.5519235,1,3,9635304543,2466515650
1743239725.7778866,1,4294967294,0,0
1743239725.777931,1,1,4397352134,2906536930
1743239725.7779424,1,2,3791648121,9722836766
1743239725.777951,1,3,10303088363,2907689350
1743239725.778058,3,4294967294,0,0
1743239725.7780697,3,4,6344930871,5584
1743239725.7780786,3,1,9725668606,3794437061
1743239725.7780962,3,2,4435606683,2917547761
1743239725.7781034,3,3,4433190027,8823203028
1743239725.907841,2,4294967294,0,0
1743239725.9078798,2,1,2920847930,4419066134
1743239725.9078898,2,4,5850196619,23342
1743239725.9078972,2,2,2929904061,4454370263
1743239725.9079041,2,3,5852485335,141826
1743239727.224639,4,4294967294,0,0
1743239727.228668,4,1,2914921410,10314081983
1743239727.228782,4,4,5833743244,20508
1743239727.2287931,4,2,8828670028,4441495247
1743239727.2288008,4,5,5841922162,21056
1743239727.2288077,4,3,5841440538,20866
1743239735.5399482,2,4294967294,0,0
1743239735.5437932,2,1,3362459650,5087236934
1743239735.5438924,2,4,6734640179,23342
1743239735.5439825,2,2,3372370481,5127372043
1743239735.5440688,2,3,6736400895,141826
1743239735.547794,1,4294967294,0,0
1743239735.5478997,1,1,5082717914,3359472490
1743239735.5479877,1,2,4382470001,10318187346
1743239735.548064,1,3,10988794703,3360712250
1743239737.85296,3,4294967294,0,0
1743239737.8530037,3,4,7573571911,5584
1743239737.8530157,3,1,10465797446,4529030041
1743239737.8530242,3,2,5294277023,3482131121
1743239737.8530324,3,3,5291345347,9388304048
1743239744.6036918,4,4294967294,0,0
1743239744.6079073,4,1,3541980370,11263128763
1743239744.6117194,4,4,7087266064,20508
1743239744.6118255,4,2,9457232908,5396008147
1743239744.6127996,4,5,7096282962,21056
1743239744.615665,4,3,7095348798,20866
1743239745.4746392,3,4294967294,0,0
1743239745.4746852,3,4,8329921571,5584
1743239745.4746969,3,1,10921453306,4981079661
1743239745.4747057,3,2,5822845283,3829584601
1743239745.4747138,3,3,5819630027,9736114368
1743239746.0858898,2,4294967294,0,0
1743239746.089698,2,1,3841162490,5811576154
1743239746.0897253,2,4,7693325599,23342
1743239746.0897355,2,2,3852520921,5857634103
1743239746.0897436,2,3,7695656775,141826
1743239746.162911,1,4294967294,0,0
1743239746.1666853,1,1,5773276794,3815881850
1743239746.1667995,1,2,4977810461,10918151986
1743239746.1668916,1,3,11679883563,3817331710
1743239750.225159,4,4294967294,0,0
1743239750.2252023,4,1,3980553010,11927014843
1743239750.225214,4,4,7964944844,20508
1743239750.2252226,4,2,9897485468,6064667787
1743239750.2252307,4,5,7975096722,21056
1743239750.2252383,4,3,7973862478,20866
1743239755.4240935,3,4294967294,0,0
1743239755.4241307,3,4,9326775011,5584
1743239755.4241405,3,1,11522567886,5577660701
1743239755.424149,3,2,6520157283,4288038641
1743239755.4241571,3,3,6516450107,10194956048
1743239755.6198554,1,4294967294,0,0
1743239755.619999,1,1,6481620474,4283975190
1743239755.6200151,1,2,5588482281,11533385066
1743239755.620024,1,3,12388653163,4285561670
1743239755.9246817,2,4294967294,0,0
1743239755.9247298,2,1,4296192230,6500055594
1743239755.9247417,2,4,8604694519,23342
1743239755.92475,2,2,4308624481,6551546223
1743239755.9247587,2,3,8607917575,141826
1743239756.1652715,4,4294967294,0,0
1743239756.168818,4,1,4310296930,12426035783
1743239756.1689224,4,4,8625179804,20508
1743239756.1690066,4,2,10228459628,6567262627
1743239756.169021,4,5,8636086942,21056
1743239756.1690297,4,3,8635050478,20866
1743239765.92701,1,4294967294,0,0
1743239765.927054,1,1,7163097314,4734296710
1743239765.9270644,1,2,6176008781,12125268226
1743239765.9270732,1,3,13070495423,4735981970
1743239766.0324237,3,4294967294,0,0
1743239766.0324624,3,4,10366480931,5584
1743239766.0324728,3,1,12148247446,6198582541
1743239766.0324812,3,2,7246676043,4765743561
1743239766.0324893,3,3,7242567807,10673134848
1743239766.4516675,2,4294967294,0,0
1743239766.4517097,2,1,4755738790,7195434894
1743239766.4517205,2,4,9526309279,23342
1743239766.4517288,2,2,4770740861,7254363943
1743239766.4517367,2,3,9529924595,141826
1743239775.409012,1,4294967294,0,0
1743239775.4166396,1,1,7851641214,5189362750
1743239775.416671,1,2,6769628181,12723508506
1743239775.41668,1,3,13759455563,5191185950
1743239775.4900272,4,4294967294,0,0
1743239775.4900658,4,1,5193439410,13762809243
1743239775.4900758,4,4,10391742184,20508
1743239775.490084,4,2,11114372348,7912721907
1743239775.4901104,4,5,10405622402,21056
1743239775.4901175,4,3,10404075318,20866
1743239775.5110297,2,4294967294,0,0
1743239775.5187926,2,1,5194284150,7859016494
1743239775.5226269,2,4,10403375799,23342
1743239775.5227408,2,2,5209249921,7921313743
1743239775.522829,2,3,10405904755,141826
1743239785.6531456,1,4294967294,0,0
1743239785.6531897,1,1,8546309694,5648477890
1743239785.6532009,1,2,7368475661,13326903386
1743239785.65321,1,3,14454622783,5650459930
1743239785.7358775,2,4294967294,0,0
1743239785.7360163,2,1,5660292770,8564210214
1743239785.7360322,2,4,11338021819,23342
1743239785.7360418,2,2,5677238981,8633118903
1743239785.7360497,2,3,11340834795,141826
1743239785.789693,4,4294967294,0,0
1743239785.7897387,4,1,5666690430,14479151683
1743239785.7897546,4,4,11339048104,20508
1743239785.789764,4,2,11589455968,8634210807
1743239785.789772,4,5,11353750022,21056
1743239785.7897801,4,3,11351251878,20866
1743239795.4400241,1,4294967294,0,0
1743239795.4400706,1,1,9248530774,6112546550
1743239795.440082,1,2,7973909061,13937154126
1743239795.4400902,1,3,15157275943,6114745070
1743239795.7160087,4,4294967294,0,0
1743239795.7160523,4,1,6127011830,15176016643
1743239795.7160637,4,4,12259890664,20508
1743239795.7160716,4,2,12051635488,9336190327
1743239795.7160797,4,5,12276215742,21056
1743239795.7160869,4,3,12273834198,20866
1743239796.204747,3,4294967294,0,0
1743239796.2048848,3,4,13383942851,5584
1743239796.2049024,3,1,13965925286,8002807381
1743239796.2049117,3,2,9355494843,6152259241
1743239796.20492,3,3,9350662367,12061260708
1743239796.4516714,2,4294967294,0,0
1743239796.4517124,2,1,6145350530,9298145394
1743239796.451723,2,4,12308083439,23342
1743239796.4517317,2,2,6163246921,9372256643
1743239796.4517393,2,3,12311629455,141826
1743239805.5260744,4,4294967294,0,0
1743239805.5261161,4,1,6576376570,15855963603
1743239805.5261273,4,4,13159471104,20508
1743239805.526136,4,2,12502320668,10020535747
1743239805.5261443,4,5,13176410202,21056
1743239805.5261521,4,3,13173521338,20866
1743239805.859705,3,4294967294,0,0
1743239805.8597522,3,4,14339231911,5584
1743239805.8597643,3,1,14541465526,8573709141
1743239805.8597734,3,2,10023701503,6591425221
1743239805.859782,3,3,10017873307,12500504128
1743239805.935702,1,4294967294,0,0
1743239805.9357448,1,1,9975782134,6593151070
1743239805.9357557,1,2,8600880241,14568764666
1743239805.935764,1,3,15884989963,6595472790
1743239815.5312603,1,4294967294,0,0
1743239815.5313056,1,1,10641946974,7033413530
1743239815.531317,1,2,9175187601,15147569266
1743239815.5313256,1,3,16551553883,7035897390
1743239815.6040618,4,4294967294,0,0
1743239815.6041048,4,1,7039871250,16557706403
1743239815.6041155,4,4,14086756584,20508
1743239815.6041238,4,2,12967373168,10726870827
1743239815.6041322,4,5,14104480422,21056
1743239815.6041398,4,3,14101696058,20866
1743239816.5121677,3,4294967294,0,0
1743239816.5122094,3,4,15349457831,5584
1743239816.5122204,3,1,15150289126,9178082801
1743239816.512228,3,2,10729760483,7055719821
1743239816.5122354,3,3,10723529027,12965244888
1743239817.5134814,2,4294967294,0,0
1743239817.5135202,2,1,7103460870,10747897214
1743239817.5135307,2,4,14227013859,23342
1743239817.513539,2,2,7123865701,10833473763
1743239817.513547,2,3,14230761175,141826
1743239825.5168757,3,4294967294,0,0
1743239825.5169184,3,4,16349041251,5584
1743239825.516929,3,1,15752131686,9775278301
1743239825.5169377,3,2,11428226163,7514905361
1743239825.5169456,3,3,11422010547,13425052588
1743239825.5381377,2,4294967294,0,0
1743239825.538176,2,1,7495206730,11340611314
1743239825.5381868,2,4,15011977379,23342
1743239825.538195,2,2,7516731361,11431147543
1743239825.5382035,2,3,15015950635,141826
1743239825.6070971,4,4294967294,0,0
1743239825.6071403,4,1,7499866610,17253979123
1743239825.6071515,4,4,15006822324,20508
1743239825.6071603,4,2,13428967048,11427729227
1743239825.6071687,4,5,15025989802,21056
1743239825.607177,4,3,15022968278,20866
1743239826.554673,1,4294967294,0,0
1743239826.5547152,1,1,11354250874,7504184490
1743239826.5547395,1,2,9789195721,15766205746
1743239826.554748,1,3,17264323303,7506782530
1743239835.5445476,1,4294967294,0,0
1743239835.549071,1,1,12028798374,7949937710
1743239835.5491035,1,2,10371299881,16352769966
1743239835.5491135,1,3,17939831543,7953080250
1743239835.5793939,4,4294967294,0,0
1743239835.5794294,4,1,7954447330,17941881943
1743239835.5794404,4,4,15916784564,20508
1743239835.5794492,4,2,13885020448,12120546627
1743239835.579458,4,5,15936808942,21056
1743239835.5794659,4,3,15933416938,20866
1743239835.6352842,2,4294967294,0,0
1743239835.635329,2,1,7954399090,12035559194
1743239835.6353407,2,4,15931472659,23342
1743239835.6353498,2,2,7977430501,12131866243
1743239835.635358,2,3,15935945095,141826
1743239836.3269699,3,4294967294,0,0
1743239836.3270164,3,4,17352288991,5584
1743239836.327028,3,1,16356666606,10375063421
1743239836.3270366,3,2,12129618943,7975967501
1743239836.3270457,3,3,12122594387,13886369928
1743239845.7676573,3,4294967294,0,0
1743239845.7680025,3,4,18354711951,5584
1743239845.7681131,3,1,16960338906,10974359041
1743239845.7716675,3,2,12830799863,8436985641
1743239845.771773,3,3,12823279427,14347780328
1743239845.7722757,2,4294967294,0,0
1743239845.7722938,2,1,8417059310,12735651554
1743239845.772304,2,4,16858074819,23342
1743239845.7723126,2,2,8441278941,12837311863
1743239845.7723212,2,3,16862434835,141826
1743239846.0590787,4,4294967294,0,0
1743239846.0591166,4,1,8421499410,18648826203
1743239846.059128,4,4,16850921284,20508
1743239846.0591366,4,2,14353511108,12831995607
1743239846.0591447,4,5,16872383142,21056
1743239846.0591526,4,3,16868569178,20866
1743239855.9950461,3,4294967294,0,0
1743239856.0086024,3,4,19374156751,5584
1743239856.0087533,3,1,17574802426,11583912161
1743239856.008841,3,2,13543034463,8905196901
1743239856.008932,3,3,13535052467,14816445668
1743239856.146909,2,4294967294,0,0
1743239856.1507688,2,1,8871675450,13423443714
1743239856.1508822,2,4,17768376079,23342
1743239856.1509736,2,2,8897206061,13530692683
1743239856.1626263,2,3,17773257055,141826
1743239856.170206,4,4294967294,0,0
1743239856.170325,4,1,8876954410,19338193783
1743239856.170405,4,4,17762283164,20508
1743239856.1704159,4,2,14810789468,13526445847
1743239856.1704254,4,5,17785203622,21056
1743239856.1704335,4,3,17781198038,20866
1743239866.1120365,4,4294967294,0,0
1743239866.1120834,4,1,9350836170,20055443503
1743239866.1120956,4,4,18710331804,20508
1743239866.1121044,4,2,15285941508,14248014607
1743239866.1121135,4,5,18734503182,21056
1743239866.1121213,4,3,18730318958,20866
1743239866.3841522,2,4294967294,0,0
1743239866.384191,2,1,9363250710,14167307714
1743239866.3842015,2,4,18753296059,23342
1743239866.3842096,2,2,9390074921,14280469623
1743239866.3842177,2,3,18758321355,141826
1743239866.4739554,3,4294967294,0,0
1743239866.4739876,3,4,20400216071,5584
1743239866.4739976,3,1,18192725886,12197399541
1743239866.474006,3,2,14260256023,9376828061
1743239866.4740143,3,3,14251833367,15288487128
1743239875.564155,3,4294967294,0,0
1743239875.5642014,3,4,21341454611,5584
1743239875.5642128,3,1,18759538726,12759720051
1743239875.5642214,3,2,14917817613,9809064041
1743239875.56423,3,3,14909475407,15721595188
1743239875.8289988,1,4294967294,0,0
1743239875.82904,1,1,14815882014,9791848180
1743239875.8290508,1,2,12773557611,18773417426
1743239875.8290594,1,3,20728011513,9795159390
1743239875.8679795,4,4294967294,0,0
1743239875.8680177,4,1,9786424730,20714963533
1743239875.8680282,4,4,19582406744,20508
1743239875.868036,4,2,15723394128,14912239267
1743239875.8680434,4,5,19607242302,21056
1743239875.8680503,4,3,19602784838,20866
1743239876.6000683,2,4294967294,0,0
1743239876.6002197,2,1,9815023420,14850906454
1743239876.600236,2,4,19658025449,23342
1743239876.6002452,2,2,9843214861,14969572173
1743239876.600253,2,3,19662985185,141826
1743239885.7839222,1,4294967294,0,0
1743239885.7878637,1,1,15489553474,10237074720
1743239885.7879896,1,2,13354314271,19358514246
1743239885.7880726,1,3,21402168733,10240534210
1743239885.7888556,3,4294967294,0,0
1743239885.7908351,3,4,22338995331,5584
1743239885.792641,3,1,19360570146,13356351251
1743239885.7927408,3,2,15615384593,10267747101
1743239885.792827,3,3,15606148087,16180240628
1743239886.1151707,4,4294967294,0,0
1743239886.127729,4,1,10262765650,21435800573
1743239886.127872,4,4,20535083964,20508
1743239886.1279562,4,2,16201356228,15638143127
1743239886.1279664,4,5,20561417942,21056
1743239886.1279747,4,3,20556730358,20936
1743239887.4077802,2,4294967294,0,0
1743239887.407817,2,1,10239358540,15492992294
1743239887.4078243,2,4,20507642569,23342
1743239887.40783,2,2,10268619621,15616692493
1743239887.4078345,2,3,20512838805,141826
1743239895.6476693,2,4294967294,0,0
1743239895.647716,2,1,10696495660,16184719154
1743239895.647728,2,4,21423646669,23342
1743239895.6477358,2,2,10727281121,16314365733
1743239895.6477442,2,3,21429161905,141826
1743239895.6970325,4,4294967294,0,0
1743239895.6970708,4,1,10702035690,22100712953
1743239895.6970816,4,4,21414079444,20508
1743239895.6970894,4,2,16641971568,16307328347
1743239895.697097,4,5,21441175942,21056
1743239895.6971047,4,3,21436327098,20936
1743239895.8340797,1,4294967294,0,0
1743239895.8341184,1,1,16198605774,10705680440
1743239895.8341293,1,2,13965576791,19974500166
1743239895.834138,1,3,22111696673,10709319010
1743239905.647033,2,4294967294,0,0
1743239905.6470764,2,1,11159729420,16885625294
1743239905.6470883,2,4,22350977469,23342
1743239905.647097,2,2,11191451861,17020427573
1743239905.6471052,2,3,22357146395,141826
1743239905.6819255,4,4294967294,0,0
1743239905.6819673,4,1,11165352830,22801896733
1743239905.6819787,4,4,22341043064,20508
1743239905.6819866,4,2,17106765128,17013198787
1743239905.6819947,4,5,22369306882,21056
1743239905.6820025,4,3,22364250578,20936
1743239906.162048,3,4294967294,0,0
1743239906.1620884,3,4,24399958851,5584
1743239906.162099,3,1,20601957546,14588452011
1743239906.1621072,3,2,17056512413,11215260481
1743239906.162115,3,3,17046403827,17128646768
1743239906.28527,1,4294967294,0,0
1743239906.285309,1,1,16899824534,11169052360
1743239906.2853196,1,2,14570076731,20583450266
1743239906.2853284,1,3,22813239933,11172758470
